STUDENT_IDENTIFIER;STDNT_AGE;STDNT_GENDER;STDNT_BACKGROUND;IN_STATE_FLAG;INTERNATIONAL_STS;STDNT_MAJOR;STDNT_MINOR;STDNT_TEST_ENTRANCE;FIRST_TERM;CORE_COURSE_NAME_1_F;CORE_COURSE_GRADE_1_F;CORE_COURSE_NAME_2_F;CORE_COURSE_GRADE_2_F;CORE_COURSE_NAME_3_F;CORE_COURSE_GRADE_3_F;SECOND_TERM;CORE_COURSE_NAME_1_S;CORE_COURSE_GRADE_1_S;CORE_COURSE_NAME_2_S;CORE_COURSE_GRADE_2_S;CORE_COURSE_NAME_3_S;CORE_COURSE_GRADE_3_S;HOUSING_STS;RETURNED_2ND_YR;DISTANCE_FROM_HOME;HIGH_SCHL_GPA;HIGH_SCHL_NAME;FATHER_HI_EDU_CD;FATHER_HI_EDU_DESC;MOTHER_HI_EDU_CD;MOTHER_HI_EDU_DESC;DEGREE_GROUP_CD;DEGREE_GROUP_DESC;FIRST_TERM_ATTEMPT_HRS;FIRST_TERM_EARNED_HRS;SECOND_TERM_ATTEMPT_HRS;SECOND_TERM_EARNED_HRS;UNMET_NEED
7923032;18;F;BGD 1;Y;N;Theatre Arts;N;1070;201008;MATH 1111;D;COMM 1110;B;ENGL 1101;A;201102;GEOL 1121;B;HIST 2111;B;POLS 1101;B;On Campus;1;181;3,19;SCHOOL 487;3;CollegeBeyond;3;College/Beyond;B;Bachelors;16;16;18;18;
7845867;18;F;BGD 4;Y;N;Undeclared;N;530;200508;THEA 1100;D;HIST 2111;B;ENGL 1101;A;200602;ENGL 1102;B;ITDS 2735;B;MATH 1111;B;Off Campus;1;0;3,29;SCHOOL 1;3;CollegeBeyond;2;High School;B;Bachelors;12;12;13;13;448200
8017540;17;F;BGD 1;Y;N;Music Education;N;;200908;ECON 2106;F;ENGL 1101;B;ITDS 1145;A;201002;MATH 1101;B;MUSC 1100;B;;;On Campus;1;90;2,5;SCHOOL 463;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;11;15;15;-120000
7971615;18;M;BGD 1;N;N;English and Secondary Ed;N;1110;200508;HIST 2111;F;POLS 1101;B;ENGL 1101;A;200602;ENGL 2136;B;SPAN 1001;B;COMM 1110;A;Off Campus;1;0;4;SCHOOL 203;3;CollegeBeyond;2;High School;B;Bachelors;15;15;15;15;735360
7926345;18;F;BGD 3;Y;N;English Language/Literature;N;790;201008;SOCI 1101;F;HIST 2111;B;MATH 1101;B;201102;CPSC 1105;B;POLS 1101;B;COMM 1110;A;Off Campus;1;0;3,9;SCHOOL 13;3;CollegeBeyond;2;High School;B;Bachelors;14;11;16;16;
7762545;18;M;BGD 1;Y;N;Undeclared;N;1260;200608;ANTH 1105;NOT REP;ENGL 1101;B;HIST 2112;B;200702;ENGL 1102;B;MATH 1131;B;POLS 1101;B;Off Campus;1;69;3,47;SCHOOL 130;;No Information;;No Information;B;Bachelors;14;14;16;16;
7828467;17;F;BGD 1;Y;N;Early Childhood Education;N;1070;200608;ANTH 1105;NOT REP;ITDS 2735;B;COMM 1110;A;200702;ENGL 1102;B;HIST 2112;B;THEA 1100;B;On Campus;1;0;3,25;SCHOOL 85;2;High School;2;High School;B;Bachelors;15;11;15;15;380880
7910651;18;F;BGD 1;Y;N;Biology;N;990;200608;ENGL 1101;NOT REP;HIST 2111;B;;;200702;ENGL 1102;B;MUSC 1100;B;SPAN 1001;B;On Campus;0;90;3;SCHOOL 253;3;CollegeBeyond;1;Middle School/Junior High;B;Bachelors;14;10;16;12;-186840
7952853;18;F;BGD 1;Y;N;General Business;N;;200708;HIST 2111;NOT REP;MUSC 1100;B;ENGL 1101;A;200802;ENGL 1102;B;ENVS 1105;B;MATH 1111;B;On Campus;0;90;2,96;SCHOOL 338;2;High School;3;College/Beyond;B;Bachelors;16;12;15;15;
7826852;17;M;BGD 1;Y;N;Marketing;N;1070;200708;HIST 2111;NOT REP;MATH 1111;B;THEA 1100;B;200802;ECON 2106;B;ENGL 1102;B;POLS 1101;B;On Campus;0;150;2,65;SCHOOL 295;2;High School;3;College/Beyond;B;Bachelors;15;15;16;16;180000
7960765;18;M;BGD 1;Y;N;Undeclared;N;1030;200708;HIST 2111;NOT REP;CHEM 1151L;B;CHEM 1151;A;200802;MUSC 1100;B;POLS 1101;B;COMM 1110;A;Off Campus;0;69;3,15;SCHOOL 11;2;High School;2;High School;B;Bachelors;13;13;13;13;
7766640;18;F;BGD 1;Y;N;Biology;N;1030;200708;HIST 2111;NOT REP;FREN 1001;B;MATH 1111;A;200802;CHEM 1211;B;CHEM 1211L;B;ENGL 1101;B;Off Campus;1;69;2,81;SCHOOL 34;3;CollegeBeyond;2;High School;B;Bachelors;13;13;14;14;461160
7997651;18;F;BGD 1;Y;N;Theatre Arts;N;1030;200708;HIST 2111;NOT REP;THEA 1100;B;ENGL 1101;A;200802;COMM 1110;B;ENGL 1102;B;SPAN 1001;B;On Campus;1;150;3,07;SCHOOL 65;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;15;17;17;-326880
7956644;18;M;BGD 1;Y;N;Criminal Justice;N;870;200608;ARTH 1100;C;ENGL 1101;C;ENVS 1105;B;200702;HIST 2111;B;POLS 1101;B;;;On Campus;1;69;3,19;SCHOOL 9;2;High School;2;High School;B;Bachelors;16;12;15;15;208560
7827435;17;F;BGD 1;Y;N;Pre-Nursing;N;1190;200808;ARTH 1100;C;CHEM 1151;C;CHEM 1151L;B;200902;CPSC 1105;B;STAT 1127;B;ENGL 1102;A;Off Campus;0;69;3;SCHOOL 1;2;High School;2;High School;B;Bachelors;14;14;13;13;-347580
8032957;18;F;BGD 2;Y;N;Theatre Arts;N;990;200608;ASTR 1105;C;ENGL 1101;C;ITDS 2735;A;200702;ENGL 1102;B;MUSC 1100;B;;;Off Campus;1;138;3;SCHOOL 159;3;CollegeBeyond;2;High School;B;Bachelors;15;15;14;14;
7860889;18;F;BGD 1;Y;N;Early Childhood Education;N;1070;200708;BIOL 1125;C;ENGL 1101;C;MUSC 1100;A;200802;ENGL 1102;B;HIST 2112;B;POLS 1101;B;Off Campus;1;69;3,68;SCHOOL 119;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;12;12;12;208200
7936992;17;F;BGD 3;Y;N;Biology;N;950;201008;BIOL 1215K;C;HIST 2111;C;ENGL 1101;B;201102;MATH 1111;B;PSYC 1101;B;MUSC 1100;A;On Campus;1;138;3,13;SCHOOL 367;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;13;15;15;
7770716;18;F;BGD 4;Y;N;English Language/Literature;N;1030;200608;CHEM 1151;C;MATH 1111;C;HIST 1112;B;200702;COMM 1110;B;ENGL 1102;B;HIST 2112;B;On Campus;1;150;2,47;SCHOOL 295;3;CollegeBeyond;2;High School;B;Bachelors;15;15;15;15;
8011843;17;F;BGD 3;Y;N;Nursing;N;1190;200708;CHEM 1151;C;ENGL 1101;C;MATH 1111;B;200802;ENGL 1102;B;HIST 2112;B;COMM 1110;A;On Campus;1;150;3,54;SCHOOL 204;2;High School;3;College/Beyond;B;Bachelors;13;13;17;14;117960
7863709;18;F;BGD 3;Y;N;Pre-Nursing;N;990;200908;CHEM 1151L;C;ENGL 1101;C;CHEM 1151;A;201002;CPSC 1105;B;ENGL 1102;B;SOCI 1101;A;On Campus;1;59;3,8;SCHOOL 43;2;High School;2;High School;B;Bachelors;13;13;13;13;144180
7931569;18;M;BGD 1;Y;N;Undeclared;N;950;200908;CHEM 1211;C;MATH 1111;C;CHEM 1211L;B;201002;ANTH 1105I;B;HIST 2112;B;ENGL 1102;A;Off Campus;1;0;3,13;SCHOOL 10;2;High School;2;High School;B;Bachelors;13;13;15;15;317280
7792198;18;F;BGD 3;Y;N;Health Science;N;910;200908;CHEM 1211;C;CHEM 1211L;C;ITDS 2748;B;201002;BIOL 1215K;B;STAT 1127;B;COMM 1110;A;On Campus;1;150;2,8;SCHOOL 74;3;CollegeBeyond;4;Other/Unknown;B;Bachelors;14;14;16;16;407100
8019172;18;F;BGD 1;Y;N;Biology;Foundations of Business;1110;200908;CHEM 1211;C;CHEM 1211L;C;BIOL 1215K;B;201002;GEOL 1110;B;MATH 1113;B;POLS 1101;B;Off Campus;0;69;3,6;SCHOOL 11;1;Middle School/Junior High;3;College/Beyond;B;Bachelors;14;14;16;16;172080
7832626;17;M;BGD 3;Y;N;General Studies/AS;N;870;201008;CHEM 1211;C;HIST 2112;C;CHEM 1211L;B;201102;ENGL 1102;B;MATH 1111;B;PSYC 1101;B;On Campus;1;138;3,46;SCHOOL 283;3;CollegeBeyond;3;College/Beyond;A;Associate;14;10;14;14;
7904063;18;M;BGD 1;Y;N;Music Education;N;1030;200508;COMM 1110;C;ENVS 1105;C;MUSC 1100;B;200602;ENGL 1101;B;MATH 1101;B;;;Off Campus;1;150;3,13;SCHOOL 78;2;High School;1;Middle School/Junior High;B;Bachelors;15;15;15;15;684780
8002937;18;F;BGD 3;Y;N;Early Childhood Education;N;870;200808;COMM 1110;C;ENGL 1101;C;HIST 2112;B;200902;CPSC 1105;B;MATH 1101;B;POLS 2401;B;Off Campus;1;69;2,43;SCHOOL 14;2;High School;3;College/Beyond;B;Bachelors;12;12;13;13;
8031184;18;F;BGD 3;Y;N;Undeclared;N;910;201008;COMM 1110;C;MUSC 1100;C;ENGL 1101;B;201102;ECON 2105;B;ENGL 1102;B;MATH 1111;A;On Campus;0;59;3,9;SCHOOL 186;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;10;12;12;
7853563;18;F;BGD 1;Y;N;Pre-Nursing;N;830;201008;COMM 1110;C;HIST 2111;C;ENGL 1101;A;201102;ENGL 1102;B;POLS 1101;B;;;Off Campus;1;69;3,37;SCHOOL 11;2;High School;3;College/Beyond;B;Bachelors;14;14;14;10;
7900442;18;M;BGD 4;Y;N;Computer Science - Games;N;990;200908;CPSC 1301;C;CPSC 1301L;C;SPAN 1001;C;201002;ENGL 1101;B;MATH 1113;B;STAT 1127;B;On Campus;1;150;2,68;SCHOOL 89;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;10;15;15;-417420
7802679;18;M;BGD 1;Y;N;General Business;Criminal Justice;1030;200608;ECON 2105;C;ENGL 1101;C;COMM 1110;B;200702;HIST 2112;B;MATH 1111;B;ENGL 1102;A;Off Campus;1;69;3,94;SCHOOL 1;2;High School;2;High School;B;Bachelors;15;15;12;12;598740
7760747;18;M;BGD 1;Y;N;General Business;N;640;200608;ECON 2106;C;ENGL 1101;C;HIST 2111;B;200702;ITDS 2735;B;POLS 1101;B;ENGL 1102;A;Off Campus;1;0;3;SCHOOL 2;;No Information;;No Information;B;Bachelors;15;14;13;12;-299160
7883958;17;F;BGD 3;N;N;Sociology;Marketing;;200708;ENGL 1101;C;MATH 1113;C;;;200802;ANTH 1105;B;POLS 1101;B;COMM 1110;A;On Campus;0;355;3,44;SCHOOL 361;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;13;12;12;163560
8027586;18;F;BGD 3;N;N;Psychology;N;910;200708;ENGL 1101;C;PSYC 1101;C;MUSC 1100;B;200802;ENGL 1102;B;MATH 1111;B;;;Off Campus;1;0;2,78;SCHOOL 14;2;High School;2;High School;B;Bachelors;13;9;14;10;26700
7891589;18;M;BGD 1;Y;N;Undeclared;N;910;200708;ENGL 1101;C;POLS 1101;C;CHEM 1211;B;200802;ENGL 1102;B;HIST 2112;B;MUSC 1100;B;Off Campus;0;69;3,53;SCHOOL 11;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;13;14;14;
7946138;20;M;BGD 1;Y;N;Undeclared;N;1070;200708;ENGL 1101;C;PSYC 1101;C;ARTH 1100;B;200802;HIST 1112;B;MATH 1113;B;POLS 1101;B;Off Campus;0;69;3,5;SCHOOL 10;2;High School;2;High School;B;Bachelors;14;14;13;13;595860
7768678;18;M;BGD 1;Y;N;Undeclared;N;1110;200808;ENGL 1101;C;HIST 2111;C;MATH 1111;C;200902;CHEM 1151;B;CHEM 1151L;B;CPSC 1105;A;Off Campus;1;69;3,2;SCHOOL 10;2;High School;2;High School;B;Bachelors;12;12;12;12;337740
7756323;18;M;BGD 1;Y;N;Music Performance;Foundations of Business;;200908;ENGL 1101;C;MUSC 1100;C;GEOL 1110;A;201002;ECON 2105;B;ENGL 2136;B;;;On Campus;1;138;3,35;SCHOOL 30;2;High School;3;College/Beyond;B;Bachelors;14;13;15;11;-579420
7920535;18;F;BGD 3;Y;N;Pre-Engineering/RETP;N;910;201008;GEOL 1121;C;MATH 1111;C;CHEM 1211;B;201102;ENGL 1101;B;HIST 2111;B;PSYC 1101;B;On Campus;1;138;3,5;SCHOOL 319;2;High School;3;College/Beyond;B;Bachelors;14;14;16;16;
7957638;18;M;BGD 1;Y;N;Theatre Arts;N;950;200808;HIST 2111;C;MATH 1111;C;;;200902;MUSC 1100;B;THEA 1100;B;;;Off Campus;1;69;2,72;SCHOOL 148;;No Information;;No Information;B;Bachelors;13;13;15;12;
7957646;18;F;BGD 3;Y;N;Communication;N;870;201008;HIST 2111;C;PSYC 1101;C;THEA 1100I;C;201102;BIOL 1215K;B;ENGL 1102;B;SPAN 1001;A;On Campus;1;91;3,32;SCHOOL 162;2;High School;2;High School;B;Bachelors;15;15;15;11;
7764067;18;M;BGD 3;Y;N;Biology;Computer Science - Systems;950;201008;HIST 2111;C;SPAN 1001;C;BIOL 1215K;B;201102;ENGL 1101;B;PSYC 1101;B;HIST 2111;A;Off Campus;1;69;3,38;SCHOOL 34;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;7;19;9;
8029574;18;F;BGD 1;Y;N;Early Childhood Education;N;1030;200808;HIST 2112;C;PSYC 1101;C;ARTH 1100;B;200902;MATH 1111;B;POLS 1101;B;COMM 1110;A;Off Campus;1;69;3,33;SCHOOL 10;3;CollegeBeyond;4;Other/Unknown;B;Bachelors;15;11;15;15;
7936845;18;M;BGD 4;Y;N;Biology;N;990;200908;HIST 2112;C;STAT 1127;C;MATH 1113;B;201002;BIOL 1215K;B;CHEM 1211;B;CHEM 1211L;B;Off Campus;1;0;3,06;SCHOOL 17;4;OtherUnknown;2;High School;B;Bachelors;15;15;13;13;474180
7902067;18;M;BGD 1;Y;N;Undeclared;N;990;201008;HIST 2112;C;SPAN 1002;C;;;201102;ECON 2106;B;ITDS 2735;B;MATH 1111;B;Off Campus;1;69;3,77;SCHOOL 5;2;High School;3;College/Beyond;B;Bachelors;15;11;14;14;
8032579;18;M;BGD 1;Y;N;English Language/Literature;N;1300;201008;HIST 2112;C;PSYC 1101;C;COMM 1110;B;201102;BIOL 1215K;B;SPAN 1001;B;ENGL 1102;A;On Campus;1;138;2,86;SCHOOL 410;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;15;16;16;
7847721;18;F;BGD 1;Y;N;Accounting;N;;200608;MATH 1111;C;SPAN 1001;C;ENGL 1101;B;200702;COMM 1110;B;ENGL 1102;B;HIST 2112;B;On Campus;1;90;3,64;SCHOOL 72;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;10;17;14;572040
8001032;18;F;BGD 1;Y;N;Early Childhood Education;N;910;200908;MATH 1111;C;PSYC 1101;C;COMM 1110;B;201002;BIOL 1215K;B;HIST 2112;B;ENGL 1102;A;Off Campus;1;69;2,36;SCHOOL 8;;No Information;;No Information;B;Bachelors;13;13;12;12;
7877763;18;F;BGD 3;Y;N;Biology;N;1110;200808;MATH 1113;C;STAT 1127;C;ARTH 1100;B;200902;HIST 1111;B;SPAN 1002;B;ENGL 1101;A;On Campus;1;0;3,71;SCHOOL 327;2;High School;2;High School;B;Bachelors;16;16;16;16;
7924696;18;F;BGD 1;Y;N;Art;N;990;200508;BIOL 1125;D;MATH 1111;C;HIST 2111;B;200602;ARTH 1100;B;ENGL 1101;B;PSYC 1101;B;On Campus;1;150;3,07;SCHOOL 71;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;15;17;17;139140
7949351;18;M;BGD 1;Y;N;Nursing;N;910;200708;CHEM 1151;D;CHEM 1151L;C;ENGL 1101;C;200802;COMM 1110;B;ENGL 1102;B;ITDS 2735;A;Off Campus;1;69;2,96;SCHOOL 27;2;High School;3;College/Beyond;B;Bachelors;15;9;14;11;347040
7770289;18;M;BGD 1;Y;N;Biology;N;950;200708;CHEM 1211;D;CHEM 1211L;C;HIST 2111;C;200802;MATH 1111;B;SPAN 1001;B;ENGL 1102;A;Off Campus;1;0;3,21;SCHOOL 2;;No Information;;No Information;B;Bachelors;14;7;12;12;-326880
7967890;18;M;BGD 1;Y;N;Biology;N;990;200908;CHEM 1211;D;ENGL 1101;C;CHEM 1211L;B;201002;ECON 2105;B;MATH 1111;B;;;On Campus;0;90;3,33;SCHOOL 22;2;High School;2;High School;B;Bachelors;15;8;11;9;341820
7981775;18;F;BGD 1;Y;N;Political Science;N;590;200708;COMM 1110;D;ENGL 1102;C;ARTH 1100;A;200802;ECON 2105;B;SPAN 1001;B;ENVS 1105;A;Off Campus;1;69;3,65;SCHOOL 11;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;12;12;12;-217920
7893272;18;M;BGD 3;Y;N;Applied Computer Science;N;990;200608;CPSC 1301;D;MATH 1113;C;CPSC 1301L;B;200702;CPSC 1301;B;COMM 1110;B;ENGL 1102;A;On Campus;1;150;2,64;SCHOOL 67;2;High School;2;High School;B;Bachelors;15;12;16;16;-180900
7761276;18;M;BGD 3;Y;N;English Language/Literature;Computer Info. Management;1110;201008;CPSC 1301;D;ECON 2106;C;CPSC 1301L;B;201102;ENGL 1102;B;HIST 1112I;B;BIOL 1215K;A;Off Campus;1;0;2,81;SCHOOL 1;3;CollegeBeyond;3;College/Beyond;B;Bachelors;17;10;10;10;
7918113;18;F;BGD 1;Y;N;Management;N;;200508;ECON 2106;D;MATH 1111;C;ENGL 1101;B;200602;ECON 2105;B;POLS 1101;B;COMM 1110;A;Off Campus;1;0;3,13;SCHOOL 1;3;CollegeBeyond;2;High School;B;Bachelors;12;9;15;15;-288180
7869923;18;M;BGD 1;Y;N;Management Information Systems;N;;200608;ECON 2106;D;ENGL 1101;C;MATH 1101;B;200702;HIST 2111;B;POLS 1101;B;;;Off Campus;1;90;3,83;SCHOOL 72;2;High School;3;College/Beyond;B;Bachelors;14;11;14;10;
7927171;18;M;BGD 1;Y;N;Management;N;1070;200508;ENGL 1101;D;ECON 2105;C;CHEM 1151;B;200602;HIST 2111;B;MATH 1111;B;;;Off Campus;1;69;2,59;SCHOOL 24;3;CollegeBeyond;2;High School;B;Bachelors;13;10;19;15;
7931636;17;F;BGD 3;Y;N;Biology;N;950;200608;ENGL 1101;D;CHEM 1211;C;MATH 1113;C;200702;COMM 1110;B;MUSC 1100;B;ENGL 1101;A;On Campus;1;150;2,71;SCHOOL 295;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;12;18;15;
7899434;18;F;BGD 1;Y;N;Accounting;N;;200508;ENVS 1105;D;HIST 1111;C;ENGL 1101;B;200602;ENGL 1102;B;MATH 1111;B;ITDS 2735;A;Off Campus;1;69;3,38;SCHOOL 11;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;12;13;13;
7913590;18;F;BGD 3;Y;N;Psychology;N;;200708;HIST 1111;D;ENGL 1101;C;ARTH 1100;B;200802;COMM 1110;B;MATH 1111;B;ENGL 1102;A;On Campus;0;150;3,47;SCHOOL 146;2;High School;2;High School;B;Bachelors;12;12;18;18;405000
7887877;18;F;BGD 3;Y;N;Political Science;N;950;200508;HIST 2112;D;ENGL 1101;C;MATH 1111;C;200602;COMM 1110;B;ENGL 1102;B;POLS 1101;B;On Campus;1;0;3,2;SCHOOL 204;;No Information;3;College/Beyond;B;Bachelors;12;12;15;15;445500
7830093;17;F;BGD 3;Y;N;Pre-Nursing;Spanish;870;201008;ITDS 1155;D;CHEM 1151;C;CHEM 1151L;B;201102;COMM 1110;B;ENGL 1102;B;HIST 2111;B;On Campus;1;150;2,96;SCHOOL 74;4;OtherUnknown;4;Other/Unknown;B;Bachelors;14;10;16;16;
7953587;18;F;BGD 3;Y;N;Communication;N;990;200508;MATH 1111;D;POLS 1101;C;PSYC 1101;B;200602;ENGL 1101;B;ENVS 1105;B;MUSC 1100;B;On Campus;1;150;2,67;SCHOOL 23;3;CollegeBeyond;2;High School;B;Bachelors;15;15;15;15;436740
7965885;18;F;BGD 1;Y;N;Undeclared;N;;200508;MATH 1111;D;THEA 1100;C;ENGL 1101;B;200602;COMM 1110;B;ENGL 1102;B;POLS 1101;A;On Campus;1;0;2,5;SCHOOL 81;2;High School;3;College/Beyond;B;Bachelors;14;11;16;16;
8026462;18;F;BGD 3;Y;N;Biology;Music;830;200508;MATH 1111;D;CHEM 1211;C;CHEM 1211L;C;200602;ENGL 1102;B;POLS 1101;B;MUSC 1100;A;On Campus;1;150;3;SCHOOL 51;4;OtherUnknown;3;College/Beyond;B;Bachelors;16;13;15;12;
8028082;18;F;BGD 1;Y;N;Undeclared;N;950;200508;MATH 1111;D;ENGL 1101;C;HIST 2112;C;200602;COMM 1110;B;ENGL 1102;B;POLS 1101;B;On Campus;1;138;2,8;SCHOOL 42;2;High School;2;High School;B;Bachelors;12;9;13;13;317280
7933967;19;F;BGD 3;N;Y;Biology;N;;200808;MATH 1111;D;CHEM 1211;C;ENGL 1101;C;200902;ANTH 1105;B;MATH 1111;B;PSYC 1101;B;On Campus;1;;3;SCHOOL 16;;No Information;;No Information;B;Bachelors;13;7;16;13;-210000
7950578;18;F;BGD 1;Y;N;Engineering Studies;N;1150;200808;PHYS 2311;D;ENGL 1101;C;MATH 2115;C;200902;CHEM 1211;B;ENGL 1102;B;CHEM 1211L;A;Off Campus;1;188;3,6;SCHOOL 403;3;CollegeBeyond;3;College/Beyond;B;Bachelors;16;12;16;16;-347580
7891593;18;F;BGD 1;Y;N;Early Childhood Education;N;950;200508;POLS 1101;D;ENGL 1101;C;THEA 1100;C;200602;ENGL 1102;B;HIST 2111;B;COMM 1110;A;On Campus;1;138;3,5;SCHOOL 42;2;High School;;No Information;B;Bachelors;15;12;15;15;
7911678;18;M;BGD 3;Y;N;Undeclared;N;910;201008;POLS 1101;D;PSYC 1101;C;ENGL 1101;B;201102;CHEM 1151;B;COMM 1110;B;ENGL 1102;B;On Campus;1;150;3,13;SCHOOL 12;3;CollegeBeyond;2;High School;B;Bachelors;12;12;14;14;
7902969;18;F;BGD 1;Y;N;Management;N;1110;200808;SPAN 1001;D;MATH 1111;C;ENGL 1101;B;200902;ECON 2106;B;STAT 1127;B;ENGL 1102;A;On Campus;1;90;3,7;SCHOOL 108;2;High School;3;College/Beyond;B;Bachelors;14;11;12;12;
7980630;18;F;BGD 1;Y;N;Chemistry;N;;200508;THEA 1100;D;HIST 2111;C;MATH 1111;C;200602;ENGL 1102;B;SPAN 1001;B;POLS 1101;B;Off Campus;0;69;3,27;SCHOOL 1;2;High School;2;High School;B;Bachelors;12;12;15;15;
7920251;18;F;BGD 1;Y;N;Early Childhood Education;N;1070;200608;THEA 1100;D;MATH 1101;C;SPAN 1001;C;200702;HIST 2111;B;PSYC 1101;B;;;On Campus;0;90;2,97;SCHOOL 262;2;High School;3;College/Beyond;B;Bachelors;15;15;12;12;-42060
7956924;18;F;BGD 3;Y;N;Management;N;950;200508;ENVS 1105;F;MATH 1111;C;ENGL 1101;B;200602;ENGL 1102;B;ENVS 1105;B;HIST 2111;B;On Campus;1;138;2,81;SCHOOL 61;2;High School;2;High School;B;Bachelors;15;12;18;18;
7800757;19;M;BGD 4;Y;N;Criminal Justice;N;830;200508;MATH 1101;F;ENGL 1101;C;;;200602;COMM 1110;B;HIST 2111;B;ITDS 1146;B;On Campus;1;150;2,73;SCHOOL 39;;No Information;;No Information;B;Bachelors;13;10;17;14;
7926703;18;F;BGD 1;Y;N;Undeclared;N;1030;200508;MATH 1111;F;ARTH 1100;C;HIST 2111;C;200602;COMM 1110;B;ENGL 1102;B;ENVS 1105;B;On Campus;0;69;3,07;SCHOOL 26;1;Middle School/Junior High;1;Middle School/Junior High;B;Bachelors;13;10;15;15;
7809979;18;F;BGD 1;Y;N;Art;Marketing;950;200608;SPAN 1002;F;ENGL 1101;C;THEA 1100;C;200702;ENGL 1102;B;SPAN 1001;B;;;Off Campus;1;138;2,7;SCHOOL 200;2;High School;2;High School;B;Bachelors;15;12;12;12;
7943639;18;F;BGD 1;Y;N;Nursing;N;1070;200508;ENGL 1101;INCOMPL;MATH 1111;C;CHEM 1151;B;200602;COMM 1110;B;HIST 2112;B;MUSC 1100;B;Off Campus;1;90;2,656;SCHOOL 33;2;High School;2;High School;B;Bachelors;15;15;13;13;49560
8036418;18;F;BGD 1;Y;N;Undeclared;N;950;200608;ANTH 1105;NOT REP;MATH 1111;C;ENGL 1101;B;200702;ENGL 1102;B;HIST 2112;B;COMM 1110;A;On Campus;1;138;3,44;SCHOOL 157;2;High School;3;College/Beyond;B;Bachelors;12;11;15;15;-317160
7962507;18;F;BGD 1;Y;N;Nursing;N;910;200708;ENGL 1101;NOT REP;CHEM 1151;C;CHEM 1151L;C;200802;ENGL 1102;B;ITDS 2735;B;MATH 1101;A;Off Campus;1;0;3,25;SCHOOL 130;4;OtherUnknown;3;College/Beyond;B;Bachelors;16;16;15;14;
7837719;19;M;BGD 6;Y;N;Undeclared;N;1070;200708;HIST 2111;NOT REP;ENGL 1101;C;COMM 1110;A;200802;ENGL 1102;B;ITDS 2735;B;THEA 1100;B;Off Campus;1;69;3,75;SCHOOL 11;3;CollegeBeyond;2;High School;B;Bachelors;13;13;10;10;-326880
7930015;18;M;BGD 1;N;N;Applied Computer Science;N;990;200708;HIST 2112;NOT REP;MATH 1113;C;CPSC 1301;B;200802;ENGL 1101;B;MUSC 1100;B;;;Off Campus;1;0;2,94;SCHOOL 6;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;13;13;10;355380
7916517;18;M;BGD 2;Y;N;Finance;N;;200708;POLS 1101;NOT REP;MATH 1111;C;HIST 2111;B;200802;COMM 1110;B;ENGL 1102;B;ITDS 2735;A;Off Campus;1;0;2,57;SCHOOL 70;4;OtherUnknown;4;Other/Unknown;B;Bachelors;15;15;14;14;
7832517;18;F;BGD 3;Y;N;Biology;N;910;200508;PSYC 1101;NOT REP;MATH 1111;C;ARTH 1100;B;200602;COMM 1110;B;ENGL 1101;B;POLS 1101;B;On Campus;0;150;3,79;SCHOOL 182;2;High School;3;College/Beyond;B;Bachelors;12;12;14;14;
7860536;18;F;BGD 1;Y;N;Pre-Nursing;N;1070;200908;CHEM 1151;D;SOCI 1101;D;ENGL 1101;B;201002;ENGL 1102;B;HIST 2111;B;MATH 1111;B;On Campus;1;90;3,46;SCHOOL 46;2;High School;3;College/Beyond;B;Bachelors;13;10;16;16;
7971442;18;M;BGD 3;Y;N;Biology;N;910;200508;CHEM 1211;D;HIST 2112;D;CHEM 1211L;B;200602;ENGL 1102;B;MATH 1111;B;;;Off Campus;1;0;3,16;SCHOOL 112;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;14;15;15;82140
7812950;18;M;BGD 1;Y;N;Undeclared;N;990;201008;CPSC 1301;D;MATH 1111;D;CPSC 1301L;C;201102;HIST 1111;B;ITDS 1145;B;POLS 1101;A;Off Campus;1;69;3;SCHOOL 312;2;High School;2;High School;B;Bachelors;13;13;12;12;
7975130;19;F;BGD 2;Y;N;Art;N;;200808;MATH 1101;D;POLS 1101;D;ANTH 1105;C;200902;COMM 1110;B;ENGL 1101;B;;;Off Campus;1;150;3,14;SCHOOL 216;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;10;14;11;185520
